time,open,high,low,close,funding
2020-01-10T00:00:00Z,137.72,137.91,135.26,136.31,-2.4862405318442082
2020-01-10T08:00:00Z,136.35,142.9,135.31,142.5,-0.5002215593185033
2020-01-10T16:00:00Z,142.5,145.81,140.21,144.72,-6.22246547810329
2020-01-11T00:00:00Z,144.89,145.25,142.11,142.95,9.232808963274831
2020-01-11T08:00:00Z,142.94,143.98,142.2,143.38,9.995913825177727
2020-01-11T16:00:00Z,143.37,148,142,142.63,11.800428153262764
2020-01-12T00:00:00Z,142.51,145.83,141.83,144.59,19.01190197150193
2020-01-12T08:00:00Z,144.59,145.5,143.23,144.82,10.957718044880771
2020-01-12T16:00:00Z,144.81,146.6,143.32,146.6,9.158594672693198
2020-01-13T00:00:00Z,146.55,147,142.1,142.69,31.236292327136205
2020-01-13T08:00:00Z,142.69,143.96,142.4,142.67,24.611208603114942
2020-01-13T16:00:00Z,142.66,144.84,142.27,143.51,10.21068275199033
2020-01-14T00:00:00Z,143.5,151.54,143.45,149.03,8.911637884055468
2020-01-14T08:00:00Z,149.01,157.79,148.95,155.94,-1.2431985967229497
2020-01-14T16:00:00Z,156.05,170.83,153.16,165.76,23.262084518089864
2020-01-15T00:00:00Z,165.74,172.18,159.13,161.07,33.47962892009038
2020-01-15T08:00:00Z,160.99,168.7,160.61,162.29,47.57155016491099
2020-01-15T16:00:00Z,162.29,167.14,160.35,166.29,41.51269257133505
2020-01-16T00:00:00Z,166.27,167.28,158.17,160.53,47.702055994995554
2020-01-16T08:00:00Z,160.53,165.33,159.43,162.28,57.62613140812112
2020-01-16T16:00:00Z,162.29,165.7,160.28,163.93,43.65860246169606
2020-01-17T00:00:00Z,164,171.31,162.01,170.74,47.40931749127542
2020-01-17T08:00:00Z,170.78,174.52,164.93,168.06,31.53436185133529
2020-01-17T16:00:00Z,168.04,173.47,166.5,169.59,29.72783725515915
2020-01-18T00:00:00Z,169.54,173.47,164.92,167.98,36.072912863757246
2020-01-18T08:00:00Z,167.94,179.32,167.22,175.41,17.138874613172874
2020-01-18T16:00:00Z,175.41,177.3,172.35,174.06,30.688942847817092
2020-01-19T00:00:00Z,174.05,178,173.18,176.39,39.66029966830931
2020-01-19T08:00:00Z,176.4,177.14,161.7,164.67,41.870622519577296
2020-01-19T16:00:00Z,164.55,167.28,163.51,166.75,29.259270154591732
2020-01-20T00:00:00Z,166.67,167.36,164.24,165.27,7.440964947055817
2020-01-20T08:00:00Z,165.38,166.87,161.1,166.57,36.981864065238845
2020-01-20T16:00:00Z,166.68,169.3,165,166.68,23.505212437113677
2020-01-21T00:00:00Z,166.66,168.37,165.34,166.24,25.395008528585894
2020-01-21T08:00:00Z,166.23,168.91,165.66,167.84,30.104898513126255
2020-01-21T16:00:00Z,168.08,170,164.28,169.19,24.963187753662464
2020-01-22T00:00:00Z,169.29,171.05,167.51,168.6,-11.406971423047752
2020-01-22T08:00:00Z,168.78,169.13,165.65,166.94,34.6425142181821
2020-01-22T16:00:00Z,166.94,168.54,166.07,167.68,22.43718705293041
2020-01-23T00:00:00Z,167.73,167.79,162.07,164.33,21.39020466363395
2020-01-23T08:00:00Z,164.29,165.05,160.56,162.65,28.106492124068126
2020-01-23T16:00:00Z,162.66,163.16,158.44,162.4,10.897190538163958
2020-01-24T00:00:00Z,162.49,163,157.55,158.87,11.135053310007414
2020-01-24T08:00:00Z,158.83,162.75,154.48,162.33,20.3138439264684
2020-01-24T16:00:00Z,162.31,164.21,160.39,162.3,46.67081153367092
2020-01-25T00:00:00Z,162.31,162.35,157.4,159.14,35.407427937907855
2020-01-25T08:00:00Z,159.13,160.97,158.48,160.19,33.718179089708755
2020-01-25T16:00:00Z,160.2,162.41,159.62,160.12,30.841691833451424
2020-01-26T00:00:00Z,160,161.26,159.09,160.84,25.271895567209988
2020-01-26T08:00:00Z,160.92,163.68,160.49,162.82,31.57464053306114
2020-01-26T16:00:00Z,162.93,167.59,162.78,167.35,39.54938419182285
2020-01-27T00:00:00Z,167.58,169.33,166,166.93,32.98346573100319
2020-01-27T08:00:00Z,166.93,170.4,164.89,169.5,35.53417831060213
2020-01-27T16:00:00Z,169.5,171.7,168.61,169.77,44.66716757672806
2020-01-28T00:00:00Z,169.78,173.55,169.78,171.81,22.535749592979105
2020-01-28T08:00:00Z,171.81,174.45,170.02,172.01,35.152231488166485
2020-01-28T16:00:00Z,172.02,176.5,169.83,175.99,48.24746161556226
2020-01-29T00:00:00Z,175.91,178.31,175.03,177.9,61.925911517423884
2020-01-29T08:00:00Z,177.9,178.13,174.5,174.84,55.33938378676495
2020-01-29T16:00:00Z,174.84,176.88,173.13,173.45,49.02506272770635
2020-01-30T00:00:00Z,173.41,175.96,170,175.51,25.46903459208183
2020-01-30T08:00:00Z,175.52,177.32,173.91,177.32,63.469822553234856
2020-01-30T16:00:00Z,177.36,186.89,174.5,184.55,34.57677992982888
2020-01-31T00:00:00Z,184.52,185.68,180.52,181.92,36.34993032238598
2020-01-31T08:00:00Z,181.92,182.95,175,179.49,69.37032538078958
2020-01-31T16:00:00Z,179.49,182.24,177.06,179.74,43.863945011161086
2020-02-01T00:00:00Z,179.72,184,179,183.16,29.568939141085494
2020-02-01T08:00:00Z,183.22,183.34,179.57,181.18,20.9890741805685
2020-02-01T16:00:00Z,181.18,184.2,181.1,183.5,36.761976130244236
2020-02-02T00:00:00Z,183.49,187.91,178.98,187.07,28.491511090876
2020-02-02T08:00:00Z,187.07,193.52,186.21,192.79,27.334616505480525
2020-02-02T16:00:00Z,192.79,193.27,187.82,188.29,47.34579119258164
2020-02-03T00:00:00Z,188.22,195.21,187,189.7,34.48988631330041
2020-02-03T08:00:00Z,189.7,190.48,186.66,187.12,48.85440201001323
2020-02-03T16:00:00Z,187.12,191.63,186.25,189.42,34.94141925397676
2020-02-04T00:00:00Z,189.41,191.37,185.81,187.93,40.848288192836144
2020-02-04T08:00:00Z,188.01,188.3,184.29,188.01,40.48278054044863
2020-02-04T16:00:00Z,187.99,189.44,185.37,188.24,69.12717154948677
2020-02-05T00:00:00Z,188.25,191.5,186.89,190.36,48.528844747580905
2020-02-05T08:00:00Z,190.35,199.1,189.87,198.66,43.08943357526396
2020-02-05T16:00:00Z,198.66,207.93,198.32,204,53.232464382654385
2020-02-06T00:00:00Z,204.01,212,200.54,209.06,73.01060741437881
2020-02-06T08:00:00Z,209.06,216.49,205.41,212.32,50.72683176440829
2020-02-06T16:00:00Z,212.31,214.44,210.69,212.95,40.041034277260025
2020-02-07T00:00:00Z,212.94,220.81,212.94,218.55,31.965791871163105
2020-02-07T08:00:00Z,218.55,224.78,216.45,221.2,50.93729594164942
2020-02-07T16:00:00Z,221.2,224.02,218.27,223.22,47.82717211882714
2020-02-08T00:00:00Z,223.22,224.29,213.24,220.16,35.59259457585484
2020-02-08T08:00:00Z,220.18,228.4,220.16,225.29,31.689511449810915
2020-02-08T16:00:00Z,225.28,226.25,221.94,223.37,45.63750692303303
2020-02-09T00:00:00Z,223.36,230.9,223.16,229.94,51.59434917041794
2020-02-09T08:00:00Z,229.94,230.27,224.25,226.83,40.83055279261938
2020-02-09T16:00:00Z,226.87,229.39,224.14,228.8,48.87029288702682
2020-02-10T00:00:00Z,228.8,229.6,219.13,223.98,39.36067783554176
2020-02-10T08:00:00Z,223.99,225.05,216.31,223.48,75.15915435891284
2020-02-10T16:00:00Z,223.48,224.98,220.29,222.85,88.27545625010458
2020-02-11T00:00:00Z,222.86,223.39,217.83,218.34,30.69643052374371
2020-02-11T08:00:00Z,218.35,231,218.03,229.71,47.23935588747241
2020-02-11T16:00:00Z,229.71,239.92,228.52,237.98,73.55978692623944
2020-02-12T00:00:00Z,237.99,257.57,237.95,254.34,72.0213681840749
2020-02-12T08:00:00Z,254.14,258.77,249.67,255.02,65.08265771071275
2020-02-12T16:00:00Z,255.02,276.15,254.15,266.49,70.35452623297911
2020-02-13T00:00:00Z,266.63,275,265.4,266.89,67.216913794087
2020-02-13T08:00:00Z,266.92,278.01,253.75,270.76,50.75490068199562
2020-02-13T16:00:00Z,270.81,273.02,262.26,268.42,73.64559226366707
2020-02-14T00:00:00Z,268.37,270.72,260.13,262.49,42.30003071796406
2020-02-14T08:00:00Z,262.55,275,262.21,273.07,48.888339630194565
2020-02-14T16:00:00Z,273.13,287.98,272.49,286.27,79.86945346162611
2020-02-15T00:00:00Z,285.95,290,277.41,279.72,71.8666121350734
2020-02-15T08:00:00Z,279.69,285.34,266.57,273.78,70.35783365570137
2020-02-15T16:00:00Z,273.92,280,261.35,264.92,67.3241455073148
2020-02-16T00:00:00Z,264.83,274,258,270.36,63.55130665912223
2020-02-16T08:00:00Z,270.45,273,256.43,259.04,36.9448779047824
2020-02-16T16:00:00Z,259.04,263.85,236.37,258.5,29.031907838064754
2020-02-17T00:00:00Z,258.58,261.5,242.36,248.78,56.53830386316283
2020-02-17T08:00:00Z,249,259,242.92,256.81,35.00896112725616
2020-02-17T16:00:00Z,257.06,269,255.01,268.03,43.391880790525136
2020-02-18T00:00:00Z,268.2,272,263.71,269.16,24.105046073879087
2020-02-18T08:00:00Z,269.15,275.54,259.24,274.73,44.58472519761691
2020-02-18T16:00:00Z,274.7,286.87,273.94,283.31,77.22484242076378
2020-02-19T00:00:00Z,283.34,283.6,275.76,277,83.38311730445835
2020-02-19T08:00:00Z,277,284.7,275.01,279.93,47.93899404504109
2020-02-19T16:00:00Z,279.92,287.13,250,258.66,26.564357965501273
2020-02-20T00:00:00Z,258.51,264.26,257,260.84,-1.357079119561455
2020-02-20T08:00:00Z,260.87,260.87,246.67,255.12,2.0172723690231598
2020-02-20T16:00:00Z,255.3,262.45,245.25,257.4,36.725612927972826
2020-02-21T00:00:00Z,257.2,264.36,254.1,260.47,40.88277680829711
2020-02-21T08:00:00Z,260.43,267.14,257.92,265.53,49.50765072163821
2020-02-21T16:00:00Z,265.69,268.71,260,265.8,41.61658045888239
2020-02-22T00:00:00Z,265.79,267.04,256.3,258.88,48.41614327760257
2020-02-22T08:00:00Z,258.69,264.62,258.1,261.37,51.76254312351236
2020-02-22T16:00:00Z,261.36,263.87,258.96,262.08,45.689880505602076
2020-02-23T00:00:00Z,261.94,272.77,261.53,271.27,38.20555530329695
2020-02-23T08:00:00Z,271.27,275.79,268.26,270.64,26.93922594974685
2020-02-23T16:00:00Z,270.64,276.62,269.62,275.48,33.049254205894776
2020-02-24T00:00:00Z,275.48,278.13,264.01,267.97,23.484815526335968
2020-02-24T08:00:00Z,267.91,274.77,265.41,267.77,123.22612907833386
2020-02-24T16:00:00Z,267.76,270.62,256.06,265.31,26.588886406372026
2020-02-25T00:00:00Z,265.53,266.24,255.27,257.76,35.01797395250228
2020-02-25T08:00:00Z,257.57,265.01,249.9,251.43,52.87283941453569
2020-02-25T16:00:00Z,251.65,254.71,244.44,246.5,44.094713027446495
2020-02-26T00:00:00Z,246.28,250.84,234,237.45,55.61835064723353
2020-02-26T08:00:00Z,237.4,241.22,225.55,226.01,78.41081702810693
2020-02-26T16:00:00Z,226.01,232.52,215.33,223.5,63.74603686387958
2020-02-27T00:00:00Z,223.78,226.07,209.26,225.32,13.217233378173265
2020-02-27T08:00:00Z,225.21,233.28,223.23,231.14,31.5532540617427
2020-02-27T16:00:00Z,231.13,239,222.2,227.63,39.18947789360927
2020-02-28T00:00:00Z,227.6,234.9,222.75,224,38.59651507326134
2020-02-28T08:00:00Z,224.13,227.32,213.63,227.07,46.67724565060993
2020-02-28T16:00:00Z,226.91,231.7,220.21,227.37,36.610034629218305
2020-02-29T00:00:00Z,227.13,233.32,227.04,229.73,40.62275614471156
2020-02-29T08:00:00Z,229.57,230.38,221.15,224.17,52.84777854732015
2020-02-29T16:00:00Z,224.2,226.17,216.83,217.31,50.00731989602514
