time,open,high,low,close,funding
2017-05-12T00:00:00Z,88.3,90.3,82.2,85.17,NaN
2017-05-13T00:00:00Z,85.19,88.74,82,88.42,NaN
2017-05-14T00:00:00Z,88.38,89.94,87.13,89.39,NaN
2017-05-15T00:00:00Z,89.42,94.7,89.28,91,NaN
2017-05-16T00:00:00Z,91,92.3,87.08,87.98,NaN
2017-05-17T00:00:00Z,87.97,89.98,82.5,86.88,NaN
2017-05-18T00:00:00Z,86.88,96.2,86.5,96.2,NaN
2017-05-19T00:00:00Z,96.2,129.98,96.18,125.14,NaN
2017-05-20T00:00:00Z,125.04,129.34,121,123.63,NaN
2017-05-21T00:00:00Z,123.56,148.97,122,148.78,NaN
2017-05-22T00:00:00Z,148.86,184.22,131.22,160.1,NaN
2017-05-23T00:00:00Z,160.38,177.9,155.7,169.95,NaN
2017-05-24T00:00:00Z,169.9,202,167.7,196.06,NaN
2017-05-25T00:00:00Z,196.05,217.85,162.04,181.51,NaN
2017-05-26T00:00:00Z,181.4,199.99,140,163.8,NaN
2017-05-27T00:00:00Z,163.78,172,115.67,159.91,NaN
2017-05-28T00:00:00Z,159.71,185,159.59,175.48,NaN
2017-05-29T00:00:00Z,175.48,199,167,194.82,NaN
2017-05-30T00:00:00Z,194.89,233.09,185,228.69,NaN
2017-05-31T00:00:00Z,228.67,234.76,215.42,229.14,NaN
2017-06-01T00:00:00Z,229.15,238.97,206.02,221.91,NaN
2017-06-02T00:00:00Z,221.84,229.75,216.5,222.04,NaN
2017-06-03T00:00:00Z,221.95,227.5,218.56,224.95,NaN
2017-06-04T00:00:00Z,224.95,249.04,224,245.5,NaN
2017-06-05T00:00:00Z,245.48,248.98,241.2,248,NaN
2017-06-06T00:00:00Z,247.99,269.36,247,264.22,NaN
2017-06-07T00:00:00Z,264.5,265.63,244.98,255.68,NaN
2017-06-08T00:00:00Z,255.61,261,250,258.64,NaN
2017-06-09T00:00:00Z,258.64,279.39,258.63,279.38,NaN
2017-06-10T00:00:00Z,279.39,358.46,278.03,340.2,NaN
2017-06-11T00:00:00Z,340.13,355,317.05,343.01,NaN
2017-06-12T00:00:00Z,343.29,420,306.11,397.37,NaN
2017-06-13T00:00:00Z,397.36,400,363.71,388,NaN
2017-06-14T00:00:00Z,388,394.47,315,341.7,NaN
2017-06-15T00:00:00Z,341.7,356.29,253,343.71,NaN
2017-06-16T00:00:00Z,343.71,364,314,354.26,NaN
2017-06-17T00:00:00Z,354.26,369,341.65,368.98,NaN
2017-06-18T00:00:00Z,368.99,381.66,340.11,351.85,NaN
2017-06-19T00:00:00Z,351.84,362.5,346.88,358.71,NaN
2017-06-20T00:00:00Z,358.71,365.79,325,350.94,NaN
2017-06-21T00:00:00Z,352,352,13,325.41,NaN
2017-06-22T00:00:00Z,327.36,336.68,305,320.02,NaN
2017-06-23T00:00:00Z,320.02,332.95,316.66,326.99,NaN
2017-06-24T00:00:00Z,326.98,330.7,295.55,304.5,NaN
2017-06-25T00:00:00Z,304.5,310,251.3,278.49,NaN
2017-06-26T00:00:00Z,278.49,293,206.5,252.99,NaN
2017-06-27T00:00:00Z,252.97,288.51,211,287.23,NaN
2017-06-28T00:00:00Z,287.27,323.69,260.11,315.32,NaN
2017-06-29T00:00:00Z,315.32,322.9,286.22,292.95,NaN
2017-06-30T00:00:00Z,292.95,306.5,270.5,280.04,NaN
2017-07-01T00:00:00Z,280.03,281.98,253.23,263.12,NaN
2017-07-02T00:00:00Z,263.12,293.73,255.7,285,NaN
2017-07-03T00:00:00Z,285,285,273.07,276.37,NaN
2017-07-04T00:00:00Z,276.37,282.83,265,269.2,NaN
2017-07-05T00:00:00Z,269.18,274.97,252.67,266.27,NaN
2017-07-06T00:00:00Z,266.27,275,261.59,266.01,NaN
2017-07-07T00:00:00Z,266.01,266.97,235.01,241.28,NaN
2017-07-08T00:00:00Z,241.27,249.5,231.25,246.64,NaN
2017-07-09T00:00:00Z,246.65,253.31,236,238.81,NaN
